Frequency (GHz)	Im(Y(1,1)) : qubit_coupler_qubit_system	Im(Y(1,2)) : qubit_coupler_qubit_system	Im(Y(1,3)) : qubit_coupler_qubit_system	Im(Y(2,2)) : qubit_coupler_qubit_system	Im(Y(2,3)) : qubit_coupler_qubit_system	Im(Y(3,3)) : qubit_coupler_qubit_system
7.11	0.00495275	-1.63108e-05	-0.000362064	0.00494842	-0.000352866	0.00452815
7.12	0.00496036	-1.63041e-05	-0.000362583	0.00495602	-0.000353371	0.00453486
7.13	0.00496798	-1.62974e-05	-0.000363103	0.00496363	-0.000353876	0.00454158
7.14	0.0049756	-1.62905e-05	-0.000363622	0.00497124	-0.000354381	0.0045483
7.15	0.00498322	-1.62834e-05	-0.000364142	0.00497885	-0.000354885	0.00455502
7.16	0.00499084	-1.62762e-05	-0.000364661	0.00498646	-0.00035539	0.00456174
7.17	0.00499847	-1.62689e-05	-0.000365181	0.00499408	-0.000355895	0.00456846
7.18	0.0050061	-1.62614e-05	-0.0003657	0.0050017	-0.000356399	0.00457519
7.19	0.00501374	-1.62539e-05	-0.00036622	0.00500933	-0.000356904	0.00458191
7.2	0.00502138	-1.62461e-05	-0.000366739	0.00501695	-0.000357409	0.00458864
7.21	0.00502902	-1.62383e-05	-0.000367259	0.00502458	-0.000357914	0.00459537
7.22	0.00503666	-1.62303e-05	-0.000367778	0.00503221	-0.000358418	0.0046021
7.23	0.00504431	-1.62221e-05	-0.000368298	0.00503985	-0.000358923	0.00460883
7.24	0.00505196	-1.62138e-05	-0.000368817	0.00504749	-0.000359428	0.00461557
7.25	0.00505961	-1.62054e-05	-0.000369337	0.00505513	-0.000359933	0.0046223
7.26	0.00506726	-1.61969e-05	-0.000369856	0.00506277	-0.000360437	0.00462904
7.27	0.00507492	-1.61882e-05	-0.000370376	0.00507042	-0.000360942	0.00463578
7.28	0.00508258	-1.61793e-05	-0.000370895	0.00507807	-0.000361447	0.00464252
7.29	0.00509025	-1.61704e-05	-0.000371415	0.00508573	-0.000361951	0.00464926
7.3	0.00509792	-1.61613e-05	-0.000371934	0.00509338	-0.000362456	0.00465601
7.31	0.00510559	-1.6152e-05	-0.000372454	0.00510104	-0.000362961	0.00466275
7.32	0.00511326	-1.61426e-05	-0.000372973	0.00510871	-0.000363465	0.0046695
7.33	0.00512094	-1.61331e-05	-0.000373492	0.00511637	-0.00036397	0.00467625
7.34	0.00512862	-1.61235e-05	-0.000374012	0.00512404	-0.000364475	0.004683
7.35	0.0051363	-1.61137e-05	-0.000374531	0.00513172	-0.00036498	0.00468975
7.36	0.00514399	-1.61037e-05	-0.000375051	0.00513939	-0.000365484	0.0046965
7.37	0.00515168	-1.60937e-05	-0.00037557	0.00514707	-0.000365989	0.00470326
7.38	0.00515937	-1.60834e-05	-0.00037609	0.00515475	-0.000366494	0.00471001
7.39	0.00516707	-1.60731e-05	-0.000376609	0.00516244	-0.000366998	0.00471677
7.4	0.00517477	-1.60626e-05	-0.000377129	0.00517012	-0.000367503	0.00472353
7.41	0.00518247	-1.6052e-05	-0.000377648	0.00517782	-0.000368007	0.00473029
7.42	0.00519018	-1.60412e-05	-0.000378167	0.00518551	-0.000368512	0.00473706
7.43	0.00519789	-1.60303e-05	-0.000378687	0.00519321	-0.000369017	0.00474382
7.44	0.0052056	-1.60192e-05	-0.000379206	0.00520091	-0.000369521	0.00475059
7.45	0.00521331	-1.6008e-05	-0.000379725	0.00520861	-0.000370026	0.00475736
7.46	0.00522103	-1.59967e-05	-0.000380245	0.00521632	-0.000370531	0.00476413
7.47	0.00522876	-1.59852e-05	-0.000380764	0.00522403	-0.000371035	0.0047709
7.48	0.00523648	-1.59736e-05	-0.000381283	0.00523174	-0.00037154	0.00477767
7.49	0.00524421	-1.59618e-05	-0.000381803	0.00523946	-0.000372044	0.00478445
7.5	0.00525194	-1.59499e-05	-0.000382322	0.00524718	-0.000372549	0.00479122
7.51	0.00525967	-1.59379e-05	-0.000382841	0.0052549	-0.000373053	0.004798
7.52	0.00526741	-1.59257e-05	-0.00038336	0.00526263	-0.000373558	0.00480478
7.53	0.00527515	-1.59134e-05	-0.00038388	0.00527036	-0.000374062	0.00481156
7.54	0.0052829	-1.59009e-05	-0.000384399	0.00527809	-0.000374567	0.00481834
7.55	0.00529065	-1.58883e-05	-0.000384918	0.00528583	-0.000375071	0.00482513
7.56	0.0052984	-1.58755e-05	-0.000385437	0.00529357	-0.000375576	0.00483192
7.57	0.00530615	-1.58626e-05	-0.000385956	0.00530131	-0.00037608	0.0048387
7.58	0.00531391	-1.58496e-05	-0.000386476	0.00530906	-0.000376585	0.00484549
7.59	0.00532167	-1.58364e-05	-0.000386995	0.0053168	-0.000377089	0.00485229
7.6	0.00532943	-1.58231e-05	-0.000387514	0.00532456	-0.000377594	0.00485908
7.61	0.0053372	-1.58096e-05	-0.000388033	0.00533231	-0.000378098	0.00486587
7.62	0.00534497	-1.5796e-05	-0.000388552	0.00534007	-0.000378602	0.00487267
7.63	0.00535274	-1.57823e-05	-0.000389071	0.00534783	-0.000379107	0.00487947
7.64	0.00536052	-1.57684e-05	-0.00038959	0.0053556	-0.000379611	0.00488627
7.65	0.0053683	-1.57543e-05	-0.000390109	0.00536337	-0.000380115	0.00489307
7.66	0.00537609	-1.57401e-05	-0.000390628	0.00537114	-0.00038062	0.00489988
7.67	0.00538387	-1.57258e-05	-0.000391147	0.00537892	-0.000381124	0.00490668
7.68	0.00539166	-1.57113e-05	-0.000391666	0.00538669	-0.000381628	0.00491349
7.69	0.00539946	-1.56967e-05	-0.000392184	0.00539448	-0.000382133	0.0049203
7.7	0.00540726	-1.56819e-05	-0.000392703	0.00540226	-0.000382637	0.00492711
7.71	0.00541506	-1.5667e-05	-0.000393222	0.00541005	-0.000383141	0.00493392
7.72	0.00542286	-1.56519e-05	-0.000393741	0.00541784	-0.000383645	0.00494073
7.73	0.00543067	-1.56367e-05	-0.00039426	0.00542564	-0.000384149	0.00494755
7.74	0.00543848	-1.56214e-05	-0.000394778	0.00543344	-0.000384654	0.00495437
7.75	0.00544629	-1.56058e-05	-0.000395297	0.00544124	-0.000385158	0.00496119
7.76	0.00545411	-1.55902e-05	-0.000395816	0.00544905	-0.000385662	0.00496801
7.77	0.00546193	-1.55744e-05	-0.000396334	0.00545685	-0.000386166	0.00497483
7.78	0.00546976	-1.55585e-05	-0.000396853	0.00546467	-0.00038667	0.00498165
7.79	0.00547759	-1.55424e-05	-0.000397372	0.00547248	-0.000387174	0.00498848
7.8	0.00548542	-1.55261e-05	-0.00039789	0.0054803	-0.000387678	0.00499531
7.81	0.00549325	-1.55097e-05	-0.000398409	0.00548813	-0.000388182	0.00500214
7.82	0.00550109	-1.54932e-05	-0.000398927	0.00549595	-0.000388686	0.00500897
7.83	0.00550893	-1.54765e-05	-0.000399446	0.00550378	-0.00038919	0.0050158
7.84	0.00551678	-1.54597e-05	-0.000399964	0.00551161	-0.000389694	0.00502264
7.85	0.00552463	-1.54427e-05	-0.000400482	0.00551945	-0.000390198	0.00502947
7.86	0.00553248	-1.54255e-05	-0.000401001	0.00552729	-0.000390702	0.00503631
7.87	0.00554033	-1.54082e-05	-0.000401519	0.00553513	-0.000391205	0.00504315
7.88	0.00554819	-1.53908e-05	-0.000402037	0.00554298	-0.000391709	0.00505
7.89	0.00555606	-1.53732e-05	-0.000402556	0.00555083	-0.000392213	0.00505684
7.9	0.00556392	-1.53555e-05	-0.000403074	0.00555868	-0.000392717	0.00506369
7.91	0.00557179	-1.53376e-05	-0.000403592	0.00556654	-0.000393221	0.00507053
7.92	0.00557966	-1.53195e-05	-0.00040411	0.0055744	-0.000393724	0.00507738
7.93	0.00558754	-1.53013e-05	-0.000404628	0.00558227	-0.000394228	0.00508423
7.94	0.00559542	-1.5283e-05	-0.000405146	0.00559013	-0.000394732	0.00509109
7.95	0.00560331	-1.52645e-05	-0.000405664	0.00559801	-0.000395235	0.00509794
7.96	0.00561119	-1.52458e-05	-0.000406182	0.00560588	-0.000395739	0.0051048
7.97	0.00561908	-1.5227e-05	-0.0004067	0.00561376	-0.000396242	0.00511166
7.98	0.00562698	-1.52081e-05	-0.000407218	0.00562164	-0.000396746	0.00511852
7.99	0.00563488	-1.51889e-05	-0.000407736	0.00562953	-0.00039725	0.00512538
8	0.00564278	-1.51697e-05	-0.000408254	0.00563742	-0.000397753	0.00513224
